Hotel ID,Hotel Name,Review ID,Review Text,Rating,Date,Sentiment,Ghost Review,Business Status
H012,Hotel 12,R01559,Highly recommend this place.,5,21-03-2022,positive,FALSE,inactive
H039,Hotel 39,R01560,Terrible service!,1,05-11-2023,negative,TRUE,active
H014,Hotel 14,R01561,Terrible service!,2,22-01-2023,negative,FALSE,inactive
H036,Hotel 36,R01562,Could be better.,3,22-01-2023,neutral,TRUE,inactive
H045,Hotel 45,R01563,Terrible service!,2,14-06-2023,negative,FALSE,active
H018,Hotel 18,R01564,Excellent service!,5,09-10-2023,positive,FALSE,inactive
H017,Hotel 17,R01565,Room was dirty.,1,12-05-2023,negative,FALSE,inactive
H001,Hotel 1,R01566,Highly recommend this place.,4,12-03-2022,positive,TRUE,inactive
H033,Hotel 33,R01567,Excellent service!,5,07-12-2022,positive,TRUE,active
H017,Hotel 17,R01568,Terrible service!,2,25-09-2023,negative,FALSE,inactive
H025,Hotel 25,R01569,Not worth the price.,1,05-04-2023,negative,TRUE,active
H050,Hotel 50,R01570,Room was dirty.,2,20-04-2023,negative,FALSE,active
H050,Hotel 50,R01571,Room was dirty.,2,26-12-2023,negative,TRUE,inactive
H022,Hotel 22,R01572,Could be better.,3,01-01-2022,neutral,TRUE,inactive
H036,Hotel 36,R01573,Room was dirty.,2,17-05-2023,negative,FALSE,active
H049,Hotel 49,R01574,Very clean and comfortable.,4,08-09-2023,positive,TRUE,active
H041,Hotel 41,R01575,Could be better.,3,06-12-2023,neutral,TRUE,active
H044,Hotel 44,R01576,Terrible service!,1,28-01-2022,negative,TRUE,inactive
H038,Hotel 38,R01577,It was okay.,3,11-10-2023,neutral,FALSE,active
H012,Hotel 12,R01578,Not worth the price.,1,27-12-2023,negative,FALSE,inactive
H018,Hotel 18,R01579,Highly recommend this place.,4,20-04-2023,positive,TRUE,active
H017,Hotel 17,R01580,Not worth the price.,1,11-01-2022,negative,FALSE,inactive
H005,Hotel 5,R01581,Terrible service!,1,08-05-2023,negative,FALSE,inactive
H023,Hotel 23,R01582,Room was dirty.,2,14-10-2023,negative,TRUE,inactive
H027,Hotel 27,R01583,Not worth the price.,1,31-08-2023,negative,TRUE,active
H039,Hotel 39,R01584,Highly recommend this place.,4,19-08-2022,positive,FALSE,inactive
H048,Hotel 48,R01585,Very clean and comfortable.,5,05-06-2022,positive,FALSE,active
H002,Hotel 2,R01586,Very clean and comfortable.,5,02-07-2022,positive,TRUE,inactive
H016,Hotel 16,R01587,Room was dirty.,2,26-08-2022,negative,TRUE,active
H040,Hotel 40,R01588,Could be better.,3,16-05-2022,neutral,TRUE,inactive
H049,Hotel 49,R01589,Average experience.,3,06-07-2023,neutral,FALSE,inactive
H012,Hotel 12,R01590,Excellent service!,4,18-09-2022,positive,FALSE,active
H043,Hotel 43,R01591,Could be better.,3,27-03-2023,neutral,FALSE,inactive
H022,Hotel 22,R01592,Not worth the price.,2,26-03-2022,negative,TRUE,active
H037,Hotel 37,R01593,Not worth the price.,2,01-05-2022,negative,FALSE,active
H034,Hotel 34,R01594,Terrible service!,1,15-09-2022,negative,TRUE,active
H038,Hotel 38,R01595,Excellent service!,5,13-09-2022,positive,TRUE,inactive
H032,Hotel 32,R01596,Average experience.,3,01-07-2022,neutral,TRUE,active
H006,Hotel 6,R01597,Room was dirty.,1,04-05-2022,negative,TRUE,active
H041,Hotel 41,R01598,Terrible service!,2,17-02-2022,negative,FALSE,inactive
H011,Hotel 11,R01599,Very clean and comfortable.,4,12-03-2022,positive,FALSE,active
H047,Hotel 47,R01600,Average experience.,3,19-10-2023,neutral,TRUE,inactive
H037,Hotel 37,R01601,Room was dirty.,1,04-07-2022,negative,TRUE,active
H028,Hotel 28,R01602,Terrible service!,1,18-01-2023,negative,FALSE,inactive
H036,Hotel 36,R01603,Highly recommend this place.,4,22-11-2023,positive,FALSE,active
H014,Hotel 14,R01604,Average experience.,3,20-10-2023,neutral,TRUE,active
H015,Hotel 15,R01605,Could be better.,3,26-07-2023,neutral,TRUE,active
H009,Hotel 9,R01606,Room was dirty.,1,26-10-2023,negative,FALSE,active
H030,Hotel 30,R01607,Very clean and comfortable.,4,10-04-2023,positive,FALSE,active
H022,Hotel 22,R01608,Room was dirty.,1,28-11-2022,negative,FALSE,active
H036,Hotel 36,R01609,Room was dirty.,1,13-05-2022,negative,TRUE,inactive
H043,Hotel 43,R01610,Highly recommend this place.,5,03-10-2022,positive,FALSE,active
H040,Hotel 40,R01611,Not worth the price.,2,19-03-2023,negative,FALSE,inactive
H014,Hotel 14,R01612,Highly recommend this place.,4,04-09-2022,positive,TRUE,active
H037,Hotel 37,R01613,Room was dirty.,2,09-05-2022,negative,FALSE,inactive
H035,Hotel 35,R01614,Could be better.,3,15-06-2022,neutral,FALSE,inactive
H046,Hotel 46,R01615,Very clean and comfortable.,5,29-06-2022,positive,FALSE,active
H001,Hotel 1,R01616,Very clean and comfortable.,5,17-01-2023,positive,TRUE,active
H019,Hotel 19,R01617,Room was dirty.,1,11-07-2022,negative,TRUE,active
H017,Hotel 17,R01618,Room was dirty.,2,01-07-2023,negative,TRUE,inactive
H040,Hotel 40,R01619,Excellent service!,4,19-09-2022,positive,TRUE,active
H018,Hotel 18,R01620,Excellent service!,5,23-10-2023,positive,FALSE,active
H014,Hotel 14,R01621,Not worth the price.,2,24-07-2022,negative,FALSE,inactive
H042,Hotel 42,R01622,Could be better.,3,24-11-2023,neutral,FALSE,active
H035,Hotel 35,R01623,Excellent service!,4,30-05-2022,positive,TRUE,inactive
H045,Hotel 45,R01624,Terrible service!,2,05-11-2022,negative,FALSE,active
H017,Hotel 17,R01625,Terrible service!,2,11-10-2022,negative,FALSE,inactive
H035,Hotel 35,R01626,Room was dirty.,1,14-05-2022,negative,TRUE,active
H037,Hotel 37,R01627,It was okay.,3,28-03-2023,neutral,FALSE,inactive
H031,Hotel 31,R01628,Not worth the price.,1,12-04-2022,negative,FALSE,active
H015,Hotel 15,R01629,Excellent service!,5,20-11-2023,positive,TRUE,inactive
H044,Hotel 44,R01630,Could be better.,3,25-09-2022,neutral,TRUE,inactive
H038,Hotel 38,R01631,Terrible service!,2,18-06-2022,negative,TRUE,active
H013,Hotel 13,R01632,Not worth the price.,1,11-09-2023,negative,FALSE,active
H033,Hotel 33,R01633,It was okay.,3,31-03-2022,neutral,TRUE,inactive
H046,Hotel 46,R01634,Very clean and comfortable.,4,11-07-2022,positive,TRUE,inactive
H031,Hotel 31,R01635,Room was dirty.,1,10-04-2023,negative,TRUE,inactive
H016,Hotel 16,R01636,Room was dirty.,1,27-11-2022,negative,TRUE,active
H011,Hotel 11,R01637,Terrible service!,1,26-07-2023,negative,FALSE,active
H011,Hotel 11,R01638,Excellent service!,5,21-08-2023,positive,FALSE,inactive
H050,Hotel 50,R01639,Highly recommend this place.,5,08-11-2023,positive,TRUE,active
H005,Hotel 5,R01640,Average experience.,3,14-04-2023,neutral,FALSE,inactive
H047,Hotel 47,R01641,Not worth the price.,2,15-06-2022,negative,FALSE,active
H030,Hotel 30,R01642,Not worth the price.,2,19-04-2022,negative,FALSE,active
H043,Hotel 43,R01643,Highly recommend this place.,5,12-04-2023,positive,TRUE,active
H048,Hotel 48,R01644,It was okay.,3,24-12-2023,neutral,TRUE,active
H003,Hotel 3,R01645,Highly recommend this place.,5,22-07-2022,positive,TRUE,active
H027,Hotel 27,R01646,Terrible service!,1,26-04-2022,negative,TRUE,inactive
H021,Hotel 21,R01647,Highly recommend this place.,5,26-10-2022,positive,TRUE,active
H011,Hotel 11,R01648,Terrible service!,2,03-01-2023,negative,FALSE,inactive
H031,Hotel 31,R01649,Terrible service!,2,22-06-2022,negative,FALSE,active
H016,Hotel 16,R01650,Highly recommend this place.,4,26-04-2023,positive,FALSE,inactive
H014,Hotel 14,R01651,Very clean and comfortable.,5,13-03-2022,positive,TRUE,active
H043,Hotel 43,R01652,Terrible service!,1,08-12-2023,negative,TRUE,inactive
H015,Hotel 15,R01653,Highly recommend this place.,5,02-03-2023,positive,TRUE,active
H014,Hotel 14,R01654,Excellent service!,4,15-08-2023,positive,FALSE,active
H039,Hotel 39,R01655,Highly recommend this place.,4,08-05-2023,positive,FALSE,inactive
H009,Hotel 9,R01656,Not worth the price.,2,26-05-2022,negative,TRUE,inactive
H033,Hotel 33,R01657,Excellent service!,5,23-08-2022,positive,TRUE,active
H023,Hotel 23,R01658,Excellent service!,4,02-01-2023,positive,TRUE,active
H014,Hotel 14,R01659,Room was dirty.,2,07-04-2023,negative,FALSE,inactive
H015,Hotel 15,R01660,Excellent service!,5,10-04-2023,positive,TRUE,inactive
H031,Hotel 31,R01661,Very clean and comfortable.,4,22-06-2022,positive,FALSE,active
H049,Hotel 49,R01662,Terrible service!,2,20-09-2023,negative,FALSE,active
H015,Hotel 15,R01663,Not worth the price.,1,24-04-2022,negative,FALSE,inactive
H017,Hotel 17,R01664,Excellent service!,5,16-12-2023,positive,TRUE,active
H045,Hotel 45,R01665,Not worth the price.,2,14-03-2023,negative,FALSE,active
H044,Hotel 44,R01666,Very clean and comfortable.,4,07-12-2022,positive,TRUE,active
H015,Hotel 15,R01667,Not worth the price.,2,16-02-2022,negative,FALSE,active
H041,Hotel 41,R01668,Very clean and comfortable.,4,13-07-2023,positive,TRUE,inactive
H031,Hotel 31,R01669,Room was dirty.,1,12-12-2022,negative,FALSE,inactive
H048,Hotel 48,R01670,Excellent service!,4,10-12-2023,positive,FALSE,inactive
H014,Hotel 14,R01671,Terrible service!,1,06-04-2023,negative,TRUE,active
H038,Hotel 38,R01672,Could be better.,3,28-06-2022,neutral,TRUE,inactive
H050,Hotel 50,R01673,Very clean and comfortable.,4,28-09-2023,positive,TRUE,inactive
H033,Hotel 33,R01674,Very clean and comfortable.,5,29-04-2023,positive,FALSE,inactive
H024,Hotel 24,R01675,Room was dirty.,1,23-02-2022,negative,FALSE,active
H031,Hotel 31,R01676,Could be better.,3,06-10-2023,neutral,TRUE,active
H012,Hotel 12,R01677,Average experience.,3,06-02-2022,neutral,FALSE,active
H009,Hotel 9,R01678,Not worth the price.,1,24-06-2022,negative,FALSE,active
H034,Hotel 34,R01679,Very clean and comfortable.,4,01-07-2023,positive,FALSE,inactive
H032,Hotel 32,R01680,Room was dirty.,1,12-05-2023,negative,FALSE,active
H015,Hotel 15,R01681,Very clean and comfortable.,4,30-05-2022,positive,FALSE,inactive
H044,Hotel 44,R01682,Not worth the price.,1,30-08-2022,negative,FALSE,inactive
H040,Hotel 40,R01683,Terrible service!,2,05-11-2023,negative,FALSE,active
H027,Hotel 27,R01684,Excellent service!,4,04-12-2023,positive,TRUE,inactive
H011,Hotel 11,R01685,Excellent service!,5,13-01-2023,positive,FALSE,inactive
H027,Hotel 27,R01686,Room was dirty.,2,30-04-2022,negative,FALSE,inactive
H030,Hotel 30,R01687,Highly recommend this place.,4,25-10-2022,positive,FALSE,inactive
H049,Hotel 49,R01688,Very clean and comfortable.,4,11-08-2022,positive,FALSE,inactive
H031,Hotel 31,R01689,It was okay.,3,29-03-2022,neutral,TRUE,active
H002,Hotel 2,R01690,Could be better.,3,25-07-2022,neutral,TRUE,active
H031,Hotel 31,R01691,Terrible service!,1,15-10-2023,negative,FALSE,active
H035,Hotel 35,R01692,Could be better.,3,17-08-2022,neutral,TRUE,inactive
H037,Hotel 37,R01693,Room was dirty.,2,21-08-2022,negative,TRUE,inactive
H049,Hotel 49,R01694,Highly recommend this place.,5,22-01-2022,positive,TRUE,inactive
H036,Hotel 36,R01695,Terrible service!,2,09-01-2022,negative,TRUE,active
H001,Hotel 1,R01696,Average experience.,3,29-09-2022,neutral,TRUE,active
H004,Hotel 4,R01697,Highly recommend this place.,5,21-01-2022,positive,TRUE,active
H048,Hotel 48,R01698,Very clean and comfortable.,5,12-06-2023,positive,TRUE,inactive
H005,Hotel 5,R01699,Not worth the price.,1,14-09-2023,negative,TRUE,inactive
H043,Hotel 43,R01700,Not worth the price.,2,10-11-2022,negative,FALSE,active
H015,Hotel 15,R01701,It was okay.,3,03-12-2023,neutral,FALSE,inactive
H026,Hotel 26,R01702,Not worth the price.,2,14-06-2023,negative,FALSE,active
H044,Hotel 44,R01703,Not worth the price.,1,17-06-2023,negative,TRUE,inactive
H029,Hotel 29,R01704,Room was dirty.,2,03-04-2022,negative,FALSE,active
H023,Hotel 23,R01705,Not worth the price.,2,02-07-2023,negative,FALSE,inactive
H016,Hotel 16,R01706,Terrible service!,1,29-09-2022,negative,TRUE,inactive
H022,Hotel 22,R01707,Average experience.,3,08-09-2022,neutral,TRUE,active
H035,Hotel 35,R01708,Excellent service!,5,27-09-2023,positive,TRUE,active
H008,Hotel 8,R01709,Terrible service!,1,08-03-2022,negative,FALSE,inactive
H002,Hotel 2,R01710,Highly recommend this place.,5,02-12-2022,positive,FALSE,active
H025,Hotel 25,R01711,Excellent service!,4,21-01-2022,positive,TRUE,active
H037,Hotel 37,R01712,Room was dirty.,2,11-12-2023,negative,FALSE,inactive
H044,Hotel 44,R01713,Not worth the price.,2,25-03-2023,negative,FALSE,active
H027,Hotel 27,R01714,Average experience.,3,31-12-2022,neutral,TRUE,active
H038,Hotel 38,R01715,Could be better.,3,25-02-2022,neutral,FALSE,inactive
H001,Hotel 1,R01716,Average experience.,3,24-03-2022,neutral,FALSE,active
H004,Hotel 4,R01717,Highly recommend this place.,4,15-12-2023,positive,FALSE,inactive
H042,Hotel 42,R01718,Very clean and comfortable.,4,27-02-2023,positive,FALSE,active
H042,Hotel 42,R01719,Highly recommend this place.,5,11-01-2022,positive,TRUE,active
H009,Hotel 9,R01720,Very clean and comfortable.,5,21-02-2023,positive,FALSE,active
H032,Hotel 32,R01721,Very clean and comfortable.,5,07-12-2022,positive,TRUE,active
H028,Hotel 28,R01722,Very clean and comfortable.,5,31-03-2022,positive,FALSE,active
H017,Hotel 17,R01723,Terrible service!,2,08-05-2022,negative,TRUE,inactive
H004,Hotel 4,R01724,Very clean and comfortable.,5,14-08-2023,positive,FALSE,inactive
H012,Hotel 12,R01725,Room was dirty.,2,31-05-2022,negative,TRUE,inactive
H036,Hotel 36,R01726,Excellent service!,5,04-08-2023,positive,TRUE,inactive
H035,Hotel 35,R01727,Average experience.,3,12-09-2022,neutral,TRUE,active
H005,Hotel 5,R01728,Not worth the price.,1,29-01-2023,negative,FALSE,inactive
H019,Hotel 19,R01729,Excellent service!,4,04-11-2023,positive,FALSE,inactive
H027,Hotel 27,R01730,Excellent service!,5,17-12-2023,positive,TRUE,inactive
H017,Hotel 17,R01731,Excellent service!,5,29-05-2023,positive,FALSE,active
H020,Hotel 20,R01732,Excellent service!,5,27-08-2023,positive,TRUE,active
H023,Hotel 23,R01733,Average experience.,3,15-04-2023,neutral,TRUE,inactive
H036,Hotel 36,R01734,Very clean and comfortable.,4,24-04-2023,positive,FALSE,active
H001,Hotel 1,R01735,Highly recommend this place.,4,06-08-2022,positive,TRUE,active
H049,Hotel 49,R01736,Excellent service!,4,04-11-2023,positive,TRUE,inactive
H010,Hotel 10,R01737,Highly recommend this place.,4,10-11-2022,positive,TRUE,inactive
H036,Hotel 36,R01738,Not worth the price.,2,19-03-2023,negative,FALSE,active
H044,Hotel 44,R01739,Very clean and comfortable.,5,23-03-2022,positive,TRUE,inactive
H039,Hotel 39,R01740,Room was dirty.,2,26-04-2022,negative,TRUE,active
H024,Hotel 24,R01741,Highly recommend this place.,5,21-12-2022,positive,FALSE,active
H007,Hotel 7,R01742,Room was dirty.,1,01-08-2023,negative,TRUE,inactive
H012,Hotel 12,R01743,Room was dirty.,1,13-05-2022,negative,TRUE,inactive
H035,Hotel 35,R01744,Very clean and comfortable.,4,04-04-2022,positive,FALSE,active
H017,Hotel 17,R01745,Terrible service!,1,26-07-2022,negative,FALSE,active
H037,Hotel 37,R01746,Highly recommend this place.,5,30-05-2022,positive,TRUE,active
H003,Hotel 3,R01747,Not worth the price.,2,05-04-2023,negative,FALSE,inactive
H041,Hotel 41,R01748,Very clean and comfortable.,4,02-06-2023,positive,FALSE,inactive
H046,Hotel 46,R01749,Highly recommend this place.,5,27-12-2022,positive,FALSE,inactive
H004,Hotel 4,R01750,Excellent service!,4,18-01-2023,positive,FALSE,active
H006,Hotel 6,R01751,Terrible service!,2,21-03-2023,negative,TRUE,inactive
H031,Hotel 31,R01752,Excellent service!,5,21-05-2023,positive,TRUE,active
H023,Hotel 23,R01753,Excellent service!,5,18-04-2023,positive,FALSE,inactive
H026,Hotel 26,R01754,Not worth the price.,1,30-11-2023,negative,FALSE,inactive
H004,Hotel 4,R01755,Room was dirty.,2,04-09-2023,negative,TRUE,active
H049,Hotel 49,R01756,Not worth the price.,2,09-12-2022,negative,FALSE,inactive
H036,Hotel 36,R01757,Excellent service!,5,13-10-2022,positive,TRUE,inactive
H024,Hotel 24,R01758,Terrible service!,1,29-01-2022,negative,TRUE,active
H004,Hotel 4,R01759,Very clean and comfortable.,4,01-06-2022,positive,TRUE,active
H032,Hotel 32,R01760,Room was dirty.,1,26-08-2023,negative,TRUE,inactive
H003,Hotel 3,R01761,Not worth the price.,2,27-07-2023,negative,FALSE,active
H005,Hotel 5,R01762,Could be better.,3,12-04-2022,neutral,FALSE,inactive
H031,Hotel 31,R01763,Very clean and comfortable.,4,09-05-2022,positive,FALSE,inactive
H030,Hotel 30,R01764,Terrible service!,1,06-06-2023,negative,FALSE,inactive
H031,Hotel 31,R01765,Terrible service!,2,11-08-2022,negative,TRUE,active
H026,Hotel 26,R01766,Highly recommend this place.,5,05-07-2023,positive,FALSE,active
H043,Hotel 43,R01767,Could be better.,3,03-02-2022,neutral,FALSE,active
H040,Hotel 40,R01768,Highly recommend this place.,5,04-07-2023,positive,FALSE,active
H047,Hotel 47,R01769,Highly recommend this place.,4,20-05-2023,positive,FALSE,active
H007,Hotel 7,R01770,Terrible service!,2,09-12-2022,negative,FALSE,active
H025,Hotel 25,R01771,Not worth the price.,1,10-07-2023,negative,TRUE,inactive
H026,Hotel 26,R01772,Highly recommend this place.,4,25-05-2023,positive,TRUE,inactive
H013,Hotel 13,R01773,Terrible service!,1,03-07-2023,negative,TRUE,active
H022,Hotel 22,R01774,It was okay.,3,24-08-2023,neutral,TRUE,inactive
H021,Hotel 21,R01775,Room was dirty.,1,29-06-2022,negative,TRUE,active
H004,Hotel 4,R01776,Room was dirty.,2,01-11-2023,negative,FALSE,inactive
H026,Hotel 26,R01777,Could be better.,3,31-10-2022,neutral,TRUE,inactive
H002,Hotel 2,R01778,Terrible service!,1,13-08-2022,negative,FALSE,inactive
H041,Hotel 41,R01779,Highly recommend this place.,4,08-10-2023,positive,TRUE,inactive
H023,Hotel 23,R01780,Terrible service!,1,23-08-2022,negative,TRUE,inactive
H040,Hotel 40,R01781,Very clean and comfortable.,5,27-11-2022,positive,TRUE,active
H004,Hotel 4,R01782,Could be better.,3,23-02-2023,neutral,TRUE,active
H034,Hotel 34,R01783,Very clean and comfortable.,5,18-07-2023,positive,TRUE,active
H023,Hotel 23,R01784,Room was dirty.,2,16-08-2023,negative,FALSE,inactive
H014,Hotel 14,R01785,Highly recommend this place.,4,25-01-2023,positive,FALSE,active
H050,Hotel 50,R01786,Very clean and comfortable.,5,24-12-2023,positive,FALSE,inactive
H014,Hotel 14,R01787,Terrible service!,1,02-08-2022,negative,FALSE,active
H040,Hotel 40,R01788,Excellent service!,5,23-09-2022,positive,TRUE,inactive
H021,Hotel 21,R01789,Average experience.,3,14-09-2023,neutral,FALSE,active
H001,Hotel 1,R01790,Terrible service!,1,08-08-2023,negative,FALSE,active
H004,Hotel 4,R01791,Not worth the price.,1,23-06-2022,negative,TRUE,inactive
H037,Hotel 37,R01792,Highly recommend this place.,4,22-05-2023,positive,TRUE,inactive
H016,Hotel 16,R01793,Excellent service!,5,26-08-2022,positive,FALSE,active
H035,Hotel 35,R01794,Room was dirty.,2,28-09-2023,negative,TRUE,inactive
H022,Hotel 22,R01795,Excellent service!,4,24-12-2023,positive,TRUE,inactive
H008,Hotel 8,R01796,Highly recommend this place.,4,12-05-2022,positive,FALSE,active
H035,Hotel 35,R01797,Average experience.,3,20-08-2022,neutral,TRUE,active
H040,Hotel 40,R01798,Terrible service!,2,14-10-2022,negative,TRUE,active
H030,Hotel 30,R01799,Excellent service!,5,08-03-2023,positive,FALSE,inactive
H008,Hotel 8,R01800,Excellent service!,4,08-05-2022,positive,TRUE,inactive
H029,Hotel 29,R01801,Highly recommend this place.,4,10-04-2023,positive,TRUE,active
H040,Hotel 40,R01802,Excellent service!,5,17-06-2023,positive,TRUE,active
H009,Hotel 9,R01803,Very clean and comfortable.,5,09-02-2023,positive,TRUE,active
H002,Hotel 2,R01804,Very clean and comfortable.,5,14-11-2023,positive,TRUE,inactive
H026,Hotel 26,R01805,Terrible service!,1,31-10-2022,negative,TRUE,active
H032,Hotel 32,R01806,Very clean and comfortable.,5,01-01-2023,positive,FALSE,active
H031,Hotel 31,R01807,Excellent service!,5,30-01-2023,positive,TRUE,active
H046,Hotel 46,R01808,Very clean and comfortable.,4,04-01-2023,positive,FALSE,inactive
H019,Hotel 19,R01809,Average experience.,3,18-04-2022,neutral,TRUE,active
H028,Hotel 28,R01810,Room was dirty.,1,04-03-2023,negative,FALSE,active
H010,Hotel 10,R01811,Very clean and comfortable.,5,05-01-2023,positive,TRUE,inactive
H048,Hotel 48,R01812,Excellent service!,4,24-03-2022,positive,FALSE,inactive
H012,Hotel 12,R01813,Very clean and comfortable.,4,20-02-2023,positive,FALSE,inactive
H024,Hotel 24,R01814,Could be better.,3,25-01-2023,neutral,FALSE,active
H005,Hotel 5,R01815,Terrible service!,1,28-02-2023,negative,FALSE,active
H030,Hotel 30,R01816,Room was dirty.,1,29-07-2023,negative,TRUE,active
H033,Hotel 33,R01817,Very clean and comfortable.,4,11-09-2023,positive,TRUE,active
H009,Hotel 9,R01818,Could be better.,3,26-07-2023,neutral,FALSE,active
H021,Hotel 21,R01819,Could be better.,3,09-07-2022,neutral,FALSE,active
H047,Hotel 47,R01820,Excellent service!,4,17-12-2023,positive,FALSE,active
H010,Hotel 10,R01821,Excellent service!,5,23-02-2022,positive,FALSE,inactive
H045,Hotel 45,R01822,Highly recommend this place.,5,26-01-2022,positive,TRUE,active
H010,Hotel 10,R01823,Excellent service!,4,13-02-2022,positive,FALSE,active
H034,Hotel 34,R01824,Could be better.,3,27-11-2022,neutral,TRUE,active
H035,Hotel 35,R01825,Excellent service!,5,31-12-2023,positive,TRUE,inactive
H024,Hotel 24,R01826,Not worth the price.,2,09-08-2023,negative,TRUE,active
H049,Hotel 49,R01827,Could be better.,3,17-02-2022,neutral,FALSE,inactive
H016,Hotel 16,R01828,Could be better.,3,14-01-2022,neutral,FALSE,inactive
H003,Hotel 3,R01829,Not worth the price.,1,01-10-2023,negative,FALSE,inactive
H029,Hotel 29,R01830,Very clean and comfortable.,4,03-11-2023,positive,TRUE,inactive
H002,Hotel 2,R01831,Not worth the price.,1,07-01-2022,negative,TRUE,active
H012,Hotel 12,R01832,Not worth the price.,2,14-05-2023,negative,FALSE,inactive
H013,Hotel 13,R01833,Room was dirty.,1,26-12-2022,negative,FALSE,inactive
H001,Hotel 1,R01834,Not worth the price.,2,01-03-2022,negative,TRUE,active
H018,Hotel 18,R01835,Not worth the price.,1,21-08-2023,negative,TRUE,inactive
H021,Hotel 21,R01836,Terrible service!,2,08-05-2023,negative,FALSE,active
H045,Hotel 45,R01837,Highly recommend this place.,4,26-07-2023,positive,TRUE,inactive
H024,Hotel 24,R01838,Highly recommend this place.,5,17-08-2023,positive,FALSE,active
H041,Hotel 41,R01839,Excellent service!,5,21-10-2023,positive,TRUE,inactive
H021,Hotel 21,R01840,Excellent service!,4,16-03-2022,positive,TRUE,active
H022,Hotel 22,R01841,Excellent service!,4,12-05-2023,positive,FALSE,active
H031,Hotel 31,R01842,Excellent service!,5,21-01-2023,positive,FALSE,active
H030,Hotel 30,R01843,Not worth the price.,1,31-10-2022,negative,TRUE,inactive
H049,Hotel 49,R01844,Room was dirty.,1,19-05-2022,negative,TRUE,inactive
H014,Hotel 14,R01845,Very clean and comfortable.,5,14-05-2023,positive,TRUE,inactive
H040,Hotel 40,R01846,Average experience.,3,31-10-2022,neutral,TRUE,inactive
H036,Hotel 36,R01847,Very clean and comfortable.,4,11-05-2022,positive,FALSE,active
H003,Hotel 3,R01848,Excellent service!,4,24-10-2022,positive,TRUE,active
H030,Hotel 30,R01849,Very clean and comfortable.,4,02-07-2023,positive,TRUE,inactive
H023,Hotel 23,R01850,Very clean and comfortable.,5,28-10-2023,positive,FALSE,inactive
H050,Hotel 50,R01851,Terrible service!,2,28-06-2022,negative,TRUE,inactive
H011,Hotel 11,R01852,Very clean and comfortable.,5,29-06-2023,positive,TRUE,active
H001,Hotel 1,R01853,Average experience.,3,06-10-2023,neutral,TRUE,active
H035,Hotel 35,R01854,Room was dirty.,2,08-07-2023,negative,TRUE,inactive
H025,Hotel 25,R01855,Very clean and comfortable.,4,11-02-2022,positive,FALSE,active
H019,Hotel 19,R01856,Terrible service!,1,07-03-2022,negative,TRUE,active
H048,Hotel 48,R01857,Room was dirty.,2,16-05-2023,negative,TRUE,active
H040,Hotel 40,R01858,Room was dirty.,1,27-06-2023,negative,FALSE,inactive
H009,Hotel 9,R01859,Could be better.,3,25-07-2023,neutral,FALSE,active
H032,Hotel 32,R01860,Terrible service!,1,03-10-2022,negative,TRUE,active
H035,Hotel 35,R01861,Terrible service!,1,14-01-2022,negative,FALSE,active
H050,Hotel 50,R01862,Excellent service!,5,31-07-2023,positive,FALSE,inactive
H028,Hotel 28,R01863,Very clean and comfortable.,4,29-09-2023,positive,FALSE,inactive
H009,Hotel 9,R01864,Excellent service!,4,28-08-2023,positive,FALSE,active
H031,Hotel 31,R01865,Very clean and comfortable.,4,26-03-2022,positive,TRUE,active
H005,Hotel 5,R01866,Very clean and comfortable.,4,11-05-2022,positive,FALSE,active
H027,Hotel 27,R01867,Average experience.,3,06-11-2023,neutral,TRUE,inactive
H007,Hotel 7,R01868,Terrible service!,1,24-06-2023,negative,TRUE,active
H013,Hotel 13,R01869,Average experience.,3,11-08-2023,neutral,TRUE,active
H016,Hotel 16,R01870,Highly recommend this place.,4,22-05-2023,positive,TRUE,active
H036,Hotel 36,R01871,Could be better.,3,08-10-2022,neutral,FALSE,active
H006,Hotel 6,R01872,Average experience.,3,12-12-2023,neutral,TRUE,inactive
H025,Hotel 25,R01873,Average experience.,3,10-06-2022,neutral,TRUE,active
H049,Hotel 49,R01874,Highly recommend this place.,5,07-04-2023,positive,FALSE,active
H021,Hotel 21,R01875,Room was dirty.,2,11-12-2023,negative,FALSE,inactive
H028,Hotel 28,R01876,Excellent service!,5,17-04-2022,positive,TRUE,inactive
H017,Hotel 17,R01877,Highly recommend this place.,5,22-05-2023,positive,TRUE,active
H015,Hotel 15,R01878,Terrible service!,1,21-01-2022,negative,FALSE,inactive
H013,Hotel 13,R01879,Not worth the price.,2,07-01-2022,negative,FALSE,inactive
H023,Hotel 23,R01880,Terrible service!,2,20-02-2022,negative,TRUE,active
H044,Hotel 44,R01881,Not worth the price.,2,12-05-2023,negative,FALSE,active
H019,Hotel 19,R01882,Very clean and comfortable.,4,18-11-2023,positive,FALSE,inactive
H047,Hotel 47,R01883,Not worth the price.,1,14-10-2022,negative,FALSE,active
H011,Hotel 11,R01884,Highly recommend this place.,4,11-09-2022,positive,TRUE,active
H007,Hotel 7,R01885,Excellent service!,4,09-01-2023,positive,TRUE,inactive
H004,Hotel 4,R01886,Average experience.,3,05-03-2022,neutral,TRUE,inactive
H026,Hotel 26,R01887,Not worth the price.,1,25-09-2023,negative,FALSE,inactive
H013,Hotel 13,R01888,Not worth the price.,2,28-02-2022,negative,FALSE,active
